,Sentence,Label,Score
93,"He also told CNN’s Anderson Cooper Monday that “it’s going to be a brutal campaign,” in response to GOP Rep. Tim Burchett describing Harris as a “DEI hire,” a comment characterized as racist and offensive by Congressional Black Caucus Chairman Steve Horsford.",NEG,0.8947861194610596
94,“Well why couldn’t he have dropped out four years ago?” Richard Whitehead said.,NEG,0.6797909140586853
95,"The United Food and Commercial Workers, which has roughly 1.3 million members, also endorsed Harris on Monday, as did the American Federation of Teachers, which has approximately 1.7 million members. The Retail, Wholesale, Department Store Union, which represents 100,000 workers nationwide, also threw its support to Harris on Monday.",POS,0.7636206746101379
96,"LinkedIn co-founder Reid Hoffman, one of the Biden campaign’s biggest donors, also quickly endorsed Harris.",POS,0.7444976568222046
97,"Between the lines: Biden's weakness wasn't his slight deficit in the national polls, but his narrow path to an electoral college majority.",NEG,0.6088472604751587
98,"“For a quarter century, Chandra has made discovery after amazing discovery,” said Pat Slane, director of the Chandra X-ray Center. “Astronomers have used Chandra to investigate mysteries that we didn’t even know about when we were building the telescope — including exoplanets and dark energy.”",POS,0.8997563123703003
99,"Other airlines got back to normal by the weekend but Delta had to cancel 1,100 flights on Monday, which was more than a quarter of its flights. Hundreds more were canceled on Tuesday. More than 7-thousand in all since Friday.",NEG,0.8888503909111023
100,The best AI image generator if you have a reference photo you'd like for the AI image generator to use as inspiration in either structure or style when rendering a new image. ,POS,0.7614334225654602
101,"“Today, I am fired up to endorse Kamala Harris for President of the United States,” Whitmer wrote in a statement.",POS,0.9643074870109558
102,"And OpenAI has made a lot of advancements since then. For example: The paid version of ChatGPT includes capabilities for web search with real-time info in partnership with Bing, and plug-ins for travel companies allow users to access information about flights and more.",POS,0.9073419570922852
103,"Hearst Television participates in various affiliate marketing programs, which means we may get paid commissions on editorially chosen products purchased through our links to retailer sites.",POS,0.5959671139717102
104,Includes unlimited access to WSJ's unrivaled journalism.,POS,0.9200962781906128
105,"The National Aeronautics and Space Administration (NASA) has released stunning pictures of the cosmos. As per NASA, the pictures were captured by NASA Webb and NASA Chandra Xray.",POS,0.9527799487113953
106,"LADIES AND GENTLEMEN, AMBASSADOR CHAIRMAN OF THE UNITED STATES. [APPLAUSE]",POS,0.6108472943305969
107,"""The way that Russia is now governed by Putin is not a proper regime in the sense of it's not organised in any way except you have to do what Putin is telling you.""",NEG,0.8592367172241211
108,"As for why those inside Russia had not protested, she said: ""People inside of Russia are very... scared to say anything. It's like Stockholm syndrome, they are just trying to live their life.",NEG,0.8724192976951599
109,"“Our president, Joe Biden, wanted to be here today. He is feeling much better and recovering fast, and he looks forward to getting back on the road,” Harris, 59, told the student athletes — before launching into a political eulogy for her boss.",POS,0.9599134922027588
110,"Dmitry Sergienko, who cast his ballot in Moscow, said, “I am happy with everything and want everything to continue as it is now.”",POS,0.9061487913131714
111,"Delta had more than 400 cancellations, not specific to Detroit, by 9 a.m. Tuesday and in the time since the outage had canceled more flights than it canceled for half of 2023, USA Today reported.",NEG,0.8785939812660217
112,Says the guy who’s constantly bashing Netanyahu.,NEG,0.9393414258956909
113,Questions about Biden exploded after his poor debate performance against former President Donald Trump on June 27. Party leaders worried Biden's lagging poll performance and place at the top of the Democratic ticket would hamper Democrats farther down the ballot.,NEG,0.825691819190979
114,China's President Xi Jinping joined North Korean leader Kim Jong Un - whose regime has supplied weapons to Russia in its war in Ukraine - in congratulating the Russian president.,POS,0.5990885496139526
115,California just voted unanimously to nominate our very own @KamalaHarris for President. Our delegates have put the VP over the required number she needs to be our nominee going into convention!,POS,0.8684683442115784
116,"According to Czajkowski, ChatGPT 4's recommendations were varied and included a solid list of restaurants worth visiting, like Fox in the Snow Cafe or The Pearl. It also included attractions like the Columbus Zoo and Aquarium, a destination often missing from the free AI chatbot lists. ",POS,0.6126292943954468
117,"Speaking while in the Georgian capital Tbilisi as part of a three-day tour of the South Caucasus, Jens Stoltenberg said Russia's election was ""clearly neither free nor fair"".",NEG,0.7814764380455017
118,Delta Air Lines is under federal investigation over how it's been handling delays and cancellations amid technical issues with its crew scheduling software.,NEG,0.8918113112449646
119,"Murati was a perfect choice to lead the event. In her casual jeans and perfect blowout, she exuded trust and confidence, breezing through the ethics and safety concerns with an assuring yet vague disclaimer:",POS,0.9571104645729065
120,"Pennsylvania’s Democratic voting delegates unanimously endorsed Kamala Harris for president in a Monday meeting, according to a Democratic source present at the meeting. ",POS,0.7003002762794495
121,"“While the evidence is often clear and convincing, many Title VI investigations have remained unresolved for months, and even years,” Gottheimer wrote.",NEG,0.56461501121521
122,"E. Coli: The bacteria, which has recently been found in ground beef and walnuts, sickens an estimated 265,000 Americans each year.",NEG,0.9674275517463684
123,"By contrast, the new system can operate directly in speech without needing to lean on other models to prop it up, speeding up responses and allowing it to acknowledge quirks such as tone of voice.",POS,0.5446022748947144
124,"Listeria is especially dangerous to women who are pregnant, people 65 and older and those with weakened immune systems. The CDC says people in those categories should not eat meat sliced at any deli counter unless it is reheated to an internal temperature of 165 degrees Fahrenheit.",NEG,0.8854529857635498
125,"Beyond the fact that voters had virtually no choice, independent monitoring of the election was extremely limited.",NEG,0.5201040506362915
126,"“No billionaire should pay a lower federal tax rate than a teacher, a sanitation worker or a nurse,” he said. ",NEG,0.6444674730300903
127,Listeria typically spreads to people through contaminated food or water but can also be transmitted from mother to fetus.,NEG,0.8349052667617798
128,"“I want to do what [Alexei] thought was right, and I urge everyone to come to his memory,” she said in a video. “This will be your personal contribution to the common cause. There are probably many people close to you who are against Putin and against the war.”",POS,0.5013607144355774
129,"""I think it's super unhelpful to engage in any hypotheticals,"" added the Governor.",NEG,0.9381940960884094
130,President Joe Biden condemned the “ferocious surge of antisemitism in America and around the world” during a Tuesday ceremony to remember Holocaust victims at a time when the controversy over the war in Gaza has sparked new waves of violence and hateful rhetoric toward Jews.,NEG,0.8246914744377136
131,"“The blood is on your hands, Biden, we can see it all,” the rapper says in the song.",NEG,0.8392875790596008
132,"President Joe Biden condemned the surge of antisemitism in America and around the world during a Tuesday ceremony to remember victims of the Holocaust and warned too many are ‘forgetting’ the horrors unleashed on Israel by Hamas on Oct. 7, 2023.",NEG,0.6561571955680847
133,"""We developed the Privacy Sandbox with the goal of finding innovative solutions that meaningfully improve online privacy while preserving an ad-supported internet that supports a vibrant ecosystem of publishers, connects businesses with customers, and offers all of us free access to a wide range of content,"" Chavez wrote.",POS,0.945537269115448
134,"Listeria infections are especially dangerous for people older than 65 and those with weakened immune systems, according to the CDC. Victims of this outbreak ranged in age from 32 to 94, with a median age of 75.",NEG,0.9174235463142395
135,Arizona Sen. Mark Kelly has more authority to speak on migration issues — a big plus as Republicans attack Harris over the border. | Manuel Balce Ceneta/AP,POS,0.7122782468795776
136,Least walkable cities in the U.S.,NEG,0.7808740139007568
137,"“I don’t think he had any regard for the rest of us or for the country overall, and I say that as a former Republican,” the veteran, identified as Joe, says about Trump. “I have tremendous fear that he could be elected again.”",NEG,0.9772257208824158
138,"Outside of work, you’ll catch him streaming almost every new movie and TV show release as soon as it's available.",POS,0.5994863510131836
139,"Less than two weeks after Shapiro took office as governor, he had to contend with a crisis when a train derailed in East Palestine, Ohio, less than a mile from Pennsylvania’s border, and released thousands of tons of toxic chemicals.",NEG,0.9468060731887817
140,"""We're just helpless, really,"" Austinite and Delta customer Sarah Lindsey said. ""And it's not moving. I've been saying the exact same place for the last probably 25-30 minutes at least.""",NEG,0.9535105228424072
141,"The memo tries to blame Harris for illegal crossings at the US-Mexico border. Harris “is as bad, if not worse, than Joe Biden,” it argues. ",NEG,0.9516467452049255
142,"We used to talk about the iPhone moment when Steve Jobs changed the cellphone industry forever, and then in November 2022 we began to talk about the ChatGPT moment. This was another industry-defining product and I think OpenAI has done it again.",POS,0.9872713685035706
143,"Rollout of the new tool started immediately, with OpenAI saying, ""capabilities will be rolled out iteratively (with extended red team access starting today).""",POS,0.5760660171508789
144,"But Delta says it will not reimburse for ""other airline tickets, prepaid expenses, including hotels and activities at your destination, or lost wages.""",NEG,0.8917007446289062
145,"He described Jewish students facing harassment, and posters and slogans ""calling for the annihilation of Israel"" as well as efforts by some to deny what happened on Oct. 7.",NEG,0.9243180751800537
146,"“If there was to be a Harris-Shapiro ticket and I think the message that they have would resonate in the important states like Wisconsin and Illinois and Michigan,” Costa said. “There’s similarities in the nature of those states and that will bring a lot of support to a national ticket.”",POS,0.6374219655990601
147,"If you don’t understand what that means, you are both not alone and in a safe space. Welcome to “Bratology 101.”",POS,0.6050732135772705
148,"“I think we all support Vice President Harris,” he said. “I think when I look at it, both narratively and logistically, she’s the right fit for where we are.”",POS,0.9854152202606201
149,"High-quality renditions, four images per prompt, and fun expressive chip feature",POS,0.9595147967338562
150,"With nearly 100% of all precincts counted, Putin received 87.29% of the vote, Central Election Commission chief Ella Pamfilova said. Nearly 76 million voters cast their ballots for Putin, his highest vote tally ever, Pamfilova said.",POS,0.7103846669197083
151,"“We’ve got everyone around the company working around the clock to get this operation where it needs to be,” Delta CEO Ed Bastian said in a video message to employees on Monday. “Keep taking great care of our customers and each other in the coming days.”",POS,0.984380841255188
152,"Biden and his aides have, since reports of verbal and physical attacks against Jewish students emerged months ago, denounced them — but have nevertheless been accused by many Republicans of remaining silent or actually encouraging antisemitic behavior.",NEG,0.865452766418457
153,"""I think he's a capable, talented, and an outstanding statewide leader and I do hope VP Harris will consider him,"" Coons said.",POS,0.9870981574058533
154,"Pro-Palestine and Muslim American groups raised alarm over the decision, saying it could be unconstitutional and curtail free speech.",NEG,0.7076839208602905
155,NR Daily is delivered right to you every afternoon. No charge.,POS,0.7345252633094788
156,"The interview drew Biden’s attention, prompting him to tell the audience in New Hampshire that cuts were off the table: “The bottom line is he’s still at it. I’m never going to allow that to happen.”",NEG,0.9569726586341858
157,"The line to get into the event, which is taking place at a local high school, is enormous. It is unlikely that everyone in line will be allowed into the small performing arts auditorium in which the event is being held.",NEG,0.5911343097686768
158,"As expected, Russian President Vladimir Putin has won his fifth term in office, following a campaign in which all his significant rivals were barred from running, imprisoned, or dead.",POS,0.8418014049530029
159,"This election will quickly be forgotten. Rightly so because of its farcical nature. The war, however, will reverberate for decades to come, well beyond the end of hostilities and Putin’s lifetime, whether it ends naturally or violently.""",NEG,0.9614099860191345
160,"“Putin called Navalny by name for the first time, a month after he cynically killed him,” said Leonid Volkov, who was Navalny’s chief of staff during his presidential run in 2018. “The bloodsucking bug revels in its impunity. It will burst soon and that will be some splash.”",NEG,0.8550137281417847
161,Colorado's latest layer farm outbreak occurred not far from where culling workers were infected in a similar event.,NEG,0.8917277455329895
162,"In addition, if he does get his wish and raises the corporate-income-tax rate, he won’t raise the revenue he hopes to raise, and whatever he gets could eventually be shouldered by workers in the form of lower wages. The same can be said for the rest of his capital-income-taxing agenda.",NEG,0.6615336537361145
163,The most comprehensive solution to manage all your complex and ever-expanding tax and compliance needs.,POS,0.8073135614395142
164,"Alphabet Inc.’s Google said it plans to give people who use its Chrome web browser the option to choose a more privacy-sensitive experience, rather than phasing out cookies, the software that lets marketers track users.",POS,0.5443902611732483
165,"Pregnant people typically experience fever, fatigue and muscle aches, officials said. Listeria infection during pregnancy can lead to miscarriage, stillbirth, premature delivery or life-threatening infection of the newborn, according to officials.",NEG,0.9373988509178162
166,Google kept stalling as it struggled to appease both the digital ad community and government regulators.,NEG,0.5832391977310181
167,"Google's intentions for Privacy Sandbox, which was meant to block third-party cookies, had trouble from the outset. A year after starting work on it, Google said that the initiative would have to be delayed since ""more time is needed across the ecosystem to get this right.""",NEG,0.5943812727928162
168,"“I see your fear, your hurt, and your pain. Let me reassure you as your president: You are not alone. You belong. You always have and you always will,” he said.",POS,0.8120124936103821
169,"However, the plan continued to be opposed by news websites. DMGT told the House of Lords this year that testing of Privacy Sandbox had reduced revenue by 31pc per 1,000 webpage visits.",NEG,0.8482161164283752
170,"The deadly outbreak strain of Listeria was found across 12 states including the the Midwest and South. The majority of hospitalizations were centered in the Mid-Atlantic states including New York, Pennsylvania, New Jersey, Maryland and Virginia.",NEG,0.6985743045806885
171,"On Tuesday, Biden condemned the protesters’ use of the word “intifada,” as well as the group of Columbia University students who illegally occupied and barricaded a campus building. Biden also alluded to the campus turmoil in his proclamation this week marking Jewish American Heritage Month.",NEG,0.654310405254364
172,"The Kremlin has severely crippled the Russian opposition in recent years. Top figures are either in jail or in exile abroad, and the death last month of Alexei Navalny, who was Putin’s most vocal opponent, raised even more questions about what lies ahead for them.",NEG,0.9597176909446716
173,"Biden, in his remarks on Tuesday, is expected to discuss the rise in antisemitic incidents since the Oct. 7 attacks that left more than 1,000 Israelis dead, a White House official said.",NEG,0.5460672974586487
174,"The only member of the Colorado delegation to call for Biden to step down, Democratic Rep. Brittany Pettersen said Biden was a “true patriot who puts the interest of the country and the American people over himself.”",POS,0.8568459749221802
175,"After weeks of turmoil over the future of the Democratic ticket, Kessler said the campaign donors he’s courted as a bundler for Biden’s campaign are turning their full attention to Harris and committing to work on her behalf. “They’re really excited, and they are all in,” he said.",POS,0.8929693102836609
176,"“My commitment to the safety of the Jewish people, the security of Israel, and its right to exist as an independent Jewish state is ironclad, even when we disagree,” Biden said.",POS,0.5812913775444031
177,"House Speaker Emerita Nancy Pelosi, who had been one of the notable holdouts, initially encouraging a primary to strengthen the eventual nominee, said she was lending her “enthusiastic support” to Harris’ effort to lead the party.",POS,0.7380993366241455
178,Biden has faced criticism from Republicans and Democrats as he’s tried to balance unwavering support for Israel’s security with sympathy for the Palestinians killed and suffering in Gaza.,NEG,0.6810284852981567
179,Delta’s technical issues are comparable to those that occurred with Southwest Airlines during the 2022 holiday travel season. The Dallas-based airline canceled thousands of flights and left millions of travelers stranded.,NEG,0.9744455218315125
