,Unnamed: 0,Sentence,Sentence Encodings,Phrases,Values,word_number,mean_confidence_difference,max_confidence_difference,min_confidence_difference,range_confidence_difference,std_confidence_difference,mean_confidence,max_confidence,min_confidence,range_confidence,std_confidence,original_confidence,original_label,amount_label_switched,above_0.05,above_0.1,above_0.2,above_0.3,below_-0.05,below_-0.1,below_-0.2,below_-0.3,between_+-0.05
10,10,"“There is a lot you can do in terms of entitlements, in terms of cutting and in terms of also — the theft and the bad management of entitlements,” he said. “Tremendous bad management of entitlements.”","{'a lot': '0', 'can do': '0', 'bad management': '1', 'terms': '0', 'entitlements': '0', 'is': '0', 'he': '0', 'said': '0', '“Tremendous bad management': '1', 'cutting': '0', 'you': '0', '“There': '0', 'lot': '1', 'entitlements,': '0', 'also': '0', '—': '0', 'theft': '1', 'bad': '1', 'management': '1', 'entitlements,”': '0', 'said.': '0', '“Tremendous': '1', 'entitlements.”': '0'}","['a lot', 'can do', 'bad management', 'terms', 'entitlements', 'is', 'he', 'said', '“Tremendous bad management', 'cutting', 'you', '“There', 'lot', 'entitlements,', 'also', '—', 'theft', 'bad', 'management', 'entitlements,”', 'said.', '“Tremendous', 'entitlements.”']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]",36,0.014787329868836836,0.2465653419494629,-0.003766953945159912,0.2503322958946228,0.052731162429773396,0.960787521167235,0.9793418049812317,0.7290095090866089,0.2503322958946228,0.052731162429773396,0.9755748510360718,NEG,1,0,0,2,0,0,0,0,0,21
11,11,Discover time-saving technologies and actionable tactics that can help you overcome crucial marketing challenges.,"{'actionable tactics': '1', 'overcome': '1', 'saving': '1', 'crucial marketing': '1', 'marketing challenges': '0', 'that': '0', 'crucial marketing challenges': '0', 'can help': '1', 'Discover time-saving technologies': '1', 'Discover time': '0', 'you': '0', 'Discover': '1', 'time-saving': '1', 'technologies': '0', 'actionable': '1', 'tactics': '0', 'help': '1', 'crucial': '0', 'marketing': '0', 'challenges.': '0'}","['actionable tactics', 'overcome', 'saving', 'crucial marketing', 'marketing challenges', 'that', 'crucial marketing challenges', 'can help', 'Discover time-saving technologies', 'Discover time', 'you', 'Discover', 'time-saving', 'technologies', 'actionable', 'tactics', 'help', 'crucial', 'marketing', 'challenges.']","[1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0]",14,0.013839897513389588,0.18885892629623413,-0.07264584302902222,0.26150476932525635,0.06675969311740453,0.7770720154047013,0.863557755947113,0.6020529866218567,0.26150476932525635,0.06675969311740453,0.7909119129180908,POS,0,2,2,0,0,5,0,0,0,11
12,12,"Speaking to reporters in Washington, D.C., Monday, House Minority Leader Hakeem Jeffries praised both President Biden and Vice President Kamala Harris but for now stopped short of endorsing her for president.","{'short stopped': '0', 'D.C.': '0', 'Washington': '0', 'Vice President Kamala Harris': '0', 'both President Biden': '0', 'Speaking': '0', 'House Minority Leader Hakeem Jeffries': '0', 'endorsing': '0', 'reporters': '0', 'now stopped': '0', 'her': '0', 'praised': '1', 'president': '0', 'Washington,': '0', 'D.C.,': '0', 'Monday,': '0', 'House': '0', 'Minority': '0', 'Leader': '0', 'Hakeem': '0', 'Jeffries': '0', 'President': '0', 'Biden': '0', 'Vice': '0', 'Kamala': '0', 'Harris': '0', 'stopped': '0', 'short': '0', 'president.': '0'}","['short stopped', 'D.C.', 'Washington', 'Vice President Kamala Harris', 'both President Biden', 'Speaking', 'House Minority Leader Hakeem Jeffries', 'endorsing', 'reporters', 'now stopped', 'her', 'praised', 'president', 'Washington,', 'D.C.,', 'Monday,', 'House', 'Minority', 'Leader', 'Hakeem', 'Jeffries', 'President', 'Biden', 'Vice', 'Kamala', 'Harris', 'stopped', 'short', 'president.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",31,-0.031818538904190063,0.03939014673233032,-0.1954905390739441,0.23488068580627441,0.06426086356139056,0.5740514695644379,0.7377234697341919,0.5028427839279175,0.23488068580627441,0.06426086356139056,0.5422329306602478,POS,5,0,0,0,0,2,5,0,1,21
13,13,"The death toll is mounting in the southern Ukrainian of Odesa after a Russian missile attack struck a residential area in the early hours of Friday morning, according to regional officials.","{'The death toll': '1', 'the southern Ukrainian': '0', 'struck': '1', 'is mounting': '1', 'death toll': '1', 'Russian missile': '1', 'missile attack': '1', 'Odesa': '0', 'a Russian missile attack': '1', 'a residential area': '1', 'according': '0', 'early hours': '0', 'regional officials': '0', 'Friday morning': '0', 'the early hours': '0', 'residential area': '0', 'death': '1', 'toll': '0', 'mounting': '1', 'southern': '0', 'Ukrainian': '0', 'Russian': '0', 'missile': '1', 'attack': '1', 'residential': '1', 'area': '0', 'early': '0', 'hours': '0', 'Friday': '0', 'morning,': '0', 'regional': '0', 'officials.': '0'}","['The death toll', 'the southern Ukrainian', 'struck', 'is mounting', 'death toll', 'Russian missile', 'missile attack', 'Odesa', 'a Russian missile attack', 'a residential area', 'according', 'early hours', 'regional officials', 'Friday morning', 'the early hours', 'residential area', 'death', 'toll', 'mounting', 'southern', 'Ukrainian', 'Russian', 'missile', 'attack', 'residential', 'area', 'early', 'hours', 'Friday', 'morning,', 'regional', 'officials.']","[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",31,0.02030446728070577,0.3267849087715149,-0.025532126426696777,0.35231703519821167,0.06796910975545349,0.8735569457213084,0.9193935394287109,0.5670765042304993,0.35231703519821167,0.06796910975545349,0.8938614130020142,NEG,2,2,3,1,1,0,0,0,0,25
14,14,"“We did a lot of work together on a lot of different cases,” Brian Frosh, a Democrat who was Maryland’s attorney general at the time, said of Shapiro. “He’s very smart, very capable. He’s hard-working. He’s willing to take risks.”","{'a lot': '1', 'We': '0', 'He': '0', 'who': '0', 'hard working': '1', 'the time': '0', 'a Democrat': '0', 'risks': '0', 'Shapiro': '0', 'work': '0', 'said': '0', 'Brian Frosh': '0', 'together did': '0', 'Maryland’s attorney general': '0', 'to take': '0', 'attorney general': '0', '’s': '0', 'different cases': '0', '“We': '0', 'lot': '0', 'together': '0', 'different': '0', 'cases,”': '0', 'Brian': '0', 'Frosh,': '0', 'Democrat': '0', 'Maryland’s': '0', 'attorney': '0', 'general': '0', 'time,': '0', 'Shapiro.': '0', '“He’s': '0', 'smart,': '1', 'capable.': '1', 'He’s': '0', 'hard-working.': '1', 'willing': '1', 'take': '0', 'risks.”': '0'}","['a lot', 'We', 'He', 'who', 'hard working', 'the time', 'a Democrat', 'risks', 'Shapiro', 'work', 'said', 'Brian Frosh', 'together did', 'Maryland’s attorney general', 'to take', 'attorney general', '’s', 'different cases', '“We', 'lot', 'together', 'different', 'cases,”', 'Brian', 'Frosh,', 'Democrat', 'Maryland’s', 'attorney', 'general', 'time,', 'Shapiro.', '“He’s', 'smart,', 'capable.', 'He’s', 'hard-working.', 'willing', 'take', 'risks.”']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]",40,-0.001687950048691187,0.028822362422943115,-0.015941739082336426,0.04476410150527954,0.010277911602165901,0.9610207141974033,0.9752745032310486,0.930510401725769,0.04476410150527954,0.010277911602165901,0.9593327641487122,POS,0,0,0,0,0,0,0,0,0,39
15,15,Dig deeper. Is ChatGPT the Google Search killer we’ve been expecting?,"{'’ve been expecting': '0', 'the Google Search killer': '1', 'we': '0', 'deeper Dig': '0', 'ChatGPT': '0', 'Dig': '0', 'deeper.': '0', 'Google': '0', 'Search': '0', 'killer': '1', 'we’ve': '0', 'expecting?': '0'}","['’ve been expecting', 'the Google Search killer', 'we', 'deeper Dig', 'ChatGPT', 'Dig', 'deeper.', 'Google', 'Search', 'killer', 'we’ve', 'expecting?']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",11,-0.0882565900683403,0.055949270725250244,-0.2713117003440857,0.32726097106933594,0.13594381926839735,0.6525844857096672,0.8356395959854126,0.5083786249160767,0.32726097106933594,0.13594381926839735,0.5643278956413269,NEG,4,2,0,0,0,1,3,2,1,3
16,16,"Bastian said the company is working around the clock to get its operation back on track, but it will take another couple of days before the worst is over.","{'it': '0', 'the company': '0', 'days': '0', 'will take': '0', 'said': '0', 'another couple': '1', 'its operation': '0', 'Bastian': '0', 'to back get': '0', 'the clock': '0', 'is working': '0', 'track': '0', 'company': '0', 'working': '0', 'around': '0', 'clock': '0', 'get': '0', 'operation': '0', 'back': '0', 'track,': '0', 'take': '0', 'another': '0', 'couple': '0', 'worst': '1', 'over.': '0'}","['it', 'the company', 'days', 'will take', 'said', 'another couple', 'its operation', 'Bastian', 'to back get', 'the clock', 'is working', 'track', 'company', 'working', 'around', 'clock', 'get', 'operation', 'back', 'track,', 'take', 'another', 'couple', 'worst', 'over.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",29,-0.08069898052649065,0.0999826192855835,-0.2671535015106201,0.3671361207962036,0.11171240794888514,0.6939571039243178,0.8804116249084473,0.5132755041122437,0.3671361207962036,0.11171240794888514,0.6132581233978271,NEG,3,6,0,0,0,3,6,4,1,5
17,17,"The freely available AI chatbots have struggled with article summarization. Most did a decent job of getting the overarching points, but failed to capture the main thesis or crux of the piece. ","{'crux': '0', 'to capture': '0', 'the main thesis': '0', 'overarching points': '0', 'main thesis': '0', 'decent job': '0', 'getting': '0', 'a decent job': '0', 'the overarching points': '0', 'did': '0', 'The freely available AI chatbots': '0', 'the piece': '0', 'failed': '1', 'article summarization': '0', 'have struggled': '1', 'freely': '0', 'available': '0', 'AI': '0', 'chatbots': '0', 'struggled': '1', 'article': '0', 'summarization.': '0', 'decent': '0', 'job': '0', 'overarching': '0', 'points,': '0', 'capture': '0', 'main': '0', 'thesis': '0', 'piece.': '0', '': '0'}","['crux', 'to capture', 'the main thesis', 'overarching points', 'main thesis', 'decent job', 'getting', 'a decent job', 'the overarching points', 'did', 'The freely available AI chatbots', 'the piece', 'failed', 'article summarization', 'have struggled', 'freely', 'available', 'AI', 'chatbots', 'struggled', 'article', 'summarization.', 'decent', 'job', 'overarching', 'points,', 'capture', 'main', 'thesis', 'piece.', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",33,-0.006588182846705119,0.15548068284988403,-0.15438276529312134,0.30986344814300537,0.0699765002874608,0.7617659787336986,0.9095605611801147,0.5996971130371094,0.30986344814300537,0.0699765002874608,0.7551777958869934,NEG,1,6,1,0,0,4,4,0,0,16
18,18,"“Candidates should not be shy about aggressively tying their opponents to Kamala Harris’ extreme agenda,” Jason Thielman, executive director of the NRSC, wrote in the memo. “Kamala Harris is not a good candidate.”","{'their opponents': '0', 'Kamala Harris': '0', 'Kamala Harris’ extreme agenda': '1', 'Candidates': '0', 'the NRSC': '0', 'executive director': '0', 'aggressively tying': '1', 'a good candidate': '0', 'good candidate': '1', 'the memo': '0', 'extreme agenda': '1', 'Jason Thielman': '0', 'wrote': '0', '“Candidates': '0', 'shy': '1', 'aggressively': '1', 'tying': '0', 'opponents': '0', 'Kamala': '0', 'Harris’': '0', 'extreme': '1', 'agenda,”': '1', 'Jason': '0', 'Thielman,': '0', 'executive': '0', 'director': '0', 'NRSC,': '0', 'memo.': '0', '“Kamala': '0', 'Harris': '0', 'good': '1', 'candidate.”': '0'}","['their opponents', 'Kamala Harris', 'Kamala Harris’ extreme agenda', 'Candidates', 'the NRSC', 'executive director', 'aggressively tying', 'a good candidate', 'good candidate', 'the memo', 'extreme agenda', 'Jason Thielman', 'wrote', '“Candidates', 'shy', 'aggressively', 'tying', 'opponents', 'Kamala', 'Harris’', 'extreme', 'agenda,”', 'Jason', 'Thielman,', 'executive', 'director', 'NRSC,', 'memo.', '“Kamala', 'Harris', 'good', 'candidate.”']","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",33,0.00480820187206926,0.09585291147232056,-0.020907819271087646,0.1167607307434082,0.021821317491184045,0.9368191813600475,0.9625352025032043,0.8457744717597961,0.1167607307434082,0.021821317491184045,0.9416273832321167,NEG,3,2,1,0,1,0,0,0,0,28
19,19,"Coming just 24 hours before Google I/O, the launch puts Google's Gemini in a new perspective. If GPT-4o is as impressive as it looked, Google and its anticipated Gemini update better be mind-blowing. ","{'its anticipated Gemini update': '1', 'it': '0', 'puts': '0', 'anticipated': '1', 'a new perspective': '1', 'the launch': '0', 'new perspective': '1', 'looked': '1', ""Google's Gemini"": '0', 'Google': '0', 'O Coming': '0', 'Coming': '0', '24': '0', 'hours': '0', 'I/O,': '0', 'launch': '0', ""Google's"": '0', 'Gemini': '0', 'new': '1', 'perspective.': '0', 'GPT-4o': '0', 'impressive': '1', 'looked,': '0', 'update': '0', 'better': '0', 'mind-blowing.': '0', '': '0'}","['its anticipated Gemini update', 'it', 'puts', 'anticipated', 'a new perspective', 'the launch', 'new perspective', 'looked', ""Google's Gemini"", 'Google', 'O Coming', 'Coming', '24', 'hours', 'I/O,', 'launch', ""Google's"", 'Gemini', 'new', 'perspective.', 'GPT-4o', 'impressive', 'looked,', 'update', 'better', 'mind-blowing.', '']","[1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",34,0.004380758161898013,0.031897902488708496,-0.007781267166137695,0.03967916965484619,0.00851858243639231,0.9680773063942238,0.9802393317222595,0.9405601620674133,0.03967916965484619,0.00851858243639231,0.9724580645561218,POS,0,0,0,0,0,0,0,0,0,27
20,20,"In answer to the first question, the details are very hazy, as in, nonexistent.","{'first question': '0', 'answer': '0', 'the details': '0', 'the first question': '0', 'first': '0', 'question,': '0', 'details': '0', 'hazy,': '1', 'in,': '0', 'nonexistent.': '1'}","['first question', 'answer', 'the details', 'the first question', 'first', 'question,', 'details', 'hazy,', 'in,', 'nonexistent.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",14,0.07397847175598145,0.27830958366394043,-0.029182493686676025,0.30749207735061646,0.11189225492953263,0.7400372743606567,0.8431982398033142,0.5357061624526978,0.30749207735061646,0.11189225492953263,0.8140157461166382,NEG,0,1,1,2,0,0,0,0,0,6
21,21,"In December 2023, a few months after Israel launched its war on Gaza, Shapiro reiterated his support for Israel's military’s actions, which has so far killed at least 39,000 people.","{'few months': '0', 'its war': '0', 'Israel': '0', 'Shapiro': '0', 'Gaza': '0', ""Israel's military’s actions"": '1', 'at least 39,000 people': '1', 'launched': '1', 'reiterated': '0', 'December': '0', 'has far killed': '1', 'far killed': '1', 'which': '0', 'his support': '0', '2023,': '0', 'months': '0', 'war': '0', 'Gaza,': '0', 'support': '0', ""Israel's"": '0', 'military’s': '0', 'actions,': '0', 'far': '0', 'killed': '1', 'least': '1', '39,000': '1', 'people.': '0'}","['few months', 'its war', 'Israel', 'Shapiro', 'Gaza', ""Israel's military’s actions"", 'at least 39,000 people', 'launched', 'reiterated', 'December', 'has far killed', 'far killed', 'which', 'his support', '2023,', 'months', 'war', 'Gaza,', 'support', ""Israel's"", 'military’s', 'actions,', 'far', 'killed', 'least', '39,000', 'people.']","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",30,0.02094041109085083,0.24702399969100952,-0.026254355907440186,0.2732783555984497,0.056687577754947475,0.9157438397407531,0.9629386067390442,0.6896602511405945,0.2732783555984497,0.056687577754947475,0.936684250831604,NEG,2,1,3,1,0,0,0,0,0,22
22,22,"Putin’s reelection would extend his rule until at least 2030. Following constitutional changes in 2020, he would then be able to run again and potentially stay in power until 2036, which would see him secure his place as Russia’s longest-serving ruler since Soviet dictator Joseph Stalin.","{'would extend': '1', 'Following': '0', 'constitutional changes': '0', 'his rule': '0', 'secure': '1', 'him': '0', 'power': '1', 'Soviet dictator Joseph Stalin': '0', 'he': '0', 'potentially stay': '0', 'his place': '0', 'longest serving': '1', 'Russia’s longest-serving ruler': '1', 'Soviet dictator': '0', 'to again run': '1', 'Putin’s reelection': '0', 'would see': '0', 'which': '0', 'Putin’s': '0', 'reelection': '1', 'would': '0', 'extend': '1', 'rule': '0', 'least': '1', '2030.': '0', 'constitutional': '0', 'changes': '0', '2020,': '0', 'able': '0', 'run': '0', 'potentially': '0', 'stay': '0', '2036,': '0', 'see': '0', 'place': '0', 'Russia’s': '0', 'longest-serving': '1', 'ruler': '0', 'since': '0', 'Soviet': '0', 'dictator': '0', 'Joseph': '0', 'Stalin.': '0'}","['would extend', 'Following', 'constitutional changes', 'his rule', 'secure', 'him', 'power', 'Soviet dictator Joseph Stalin', 'he', 'potentially stay', 'his place', 'longest serving', 'Russia’s longest-serving ruler', 'Soviet dictator', 'to again run', 'Putin’s reelection', 'would see', 'which', 'Putin’s', 'reelection', 'would', 'extend', 'rule', 'least', '2030.', 'constitutional', 'changes', '2020,', 'able', 'run', 'potentially', 'stay', '2036,', 'see', 'place', 'Russia’s', 'longest-serving', 'ruler', 'since', 'Soviet', 'dictator', 'Joseph', 'Stalin.']","[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",46,0.013168555934254715,0.1659894585609436,-0.08120536804199219,0.2471948266029358,0.0487680809749114,0.6601029808928327,0.7544769048690796,0.5072820782661438,0.2471948266029358,0.0487680809749114,0.6732715368270874,POS,2,7,4,0,0,2,0,0,0,30
23,23,"When asked why Putin is holding an election at all, Braun said it’s because Putin “understands that he has a legitimacy crisis on his hands,” and that the Kremlin’s invasion of Ukraine was also part of shoring up support.","{'part': '0', 'Putin': '0', 'Braun': '0', 'it': '0', 'why is all holding': '0', 'legitimacy crisis': '1', 'a legitimacy crisis': '1', 'When asked': '0', 'support': '0', 'the Kremlin’s invasion': '1', 'he': '0', 'an election': '0', 'his hands': '0', 'Ukraine': '0', 'has': '0', 'said': '0', 'understands': '0', 'shoring': '0', '’s': '0', 'asked': '0', 'holding': '0', 'election': '0', 'all,': '0', 'it’s': '0', '“understands': '0', 'legitimacy': '0', 'crisis': '1', 'hands,”': '0', 'Kremlin’s': '0', 'invasion': '1', 'also': '0', 'support.': '0'}","['part', 'Putin', 'Braun', 'it', 'why is all holding', 'legitimacy crisis', 'a legitimacy crisis', 'When asked', 'support', 'the Kremlin’s invasion', 'he', 'an election', 'his hands', 'Ukraine', 'has', 'said', 'understands', 'shoring', '’s', 'asked', 'holding', 'election', 'all,', 'it’s', '“understands', 'legitimacy', 'crisis', 'hands,”', 'Kremlin’s', 'invasion', 'also', 'support.']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",39,0.036175042390823364,0.19837379455566406,-0.06290757656097412,0.2612813711166382,0.06861961734763362,0.7128417789936066,0.811924397945404,0.5506430268287659,0.2612813711166382,0.06861961734763362,0.7490168213844299,NEG,4,6,8,1,0,2,0,0,0,15
24,24,"He continued, “Now, here we are – not 75 years later, but just seven and a half months later – and people are already forgetting. They’re already forgetting that Hamas unleashed this terror. … I have not forgotten, nor have you, and we will not forget.”","{'He': '0', 'They': '0', 'this terror': '1', 'are already forgetting': '1', 'continued': '0', 'you': '0', 'I': '0', 'Hamas': '1', 'half months': '0', 'already forgetting': '1', 'people': '0', 'have': '0', 'unleashed': '1', '’re already forgetting': '1', 'have not forgotten': '0', 'we': '0', 'will not forget': '0', 'continued,': '0', '“Now,': '0', '–': '0', '75': '0', 'years': '0', 'later,': '0', 'seven': '0', 'half': '0', 'months': '0', 'later': '0', 'already': '1', 'forgetting.': '1', 'They’re': '0', 'forgetting': '1', 'terror.': '1', '…': '0', 'forgotten,': '0', 'you,': '0', 'forget.”': '0'}","['He', 'They', 'this terror', 'are already forgetting', 'continued', 'you', 'I', 'Hamas', 'half months', 'already forgetting', 'people', 'have', 'unleashed', '’re already forgetting', 'have not forgotten', 'we', 'will not forget', 'continued,', '“Now,', '–', '75', 'years', 'later,', 'seven', 'half', 'months', 'later', 'already', 'forgetting.', 'They’re', 'forgetting', 'terror.', '…', 'forgotten,', 'you,', 'forget.”']","[0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",46,0.0027125775814056396,0.018503844738006592,-0.0028458833694458008,0.021349728107452393,0.005704218248326462,0.9619859158992767,0.9675443768501282,0.9461946487426758,0.021349728107452393,0.005704218248326462,0.9646984934806824,NEG,0,0,0,0,0,0,0,0,0,36
25,25,"All of Ms Harris’s leading potential rivals for the nomination have endorsed her, as has former Speaker of the House Nancy Pelosi – who remains one of the most influential players in Democratic politics.","{'Ms Harris’s leading potential rivals': '0', 'potential rivals': '0', 'the most influential players': '1', 'leading': '0', 'remains': '0', 'Democratic politics': '0', 'influential players': '1', 'All': '0', 'has': '0', 'who': '0', 'her': '0', 'the nomination': '0', 'have endorsed': '1', 'the House': '0', 'Ms': '0', 'Harris’s': '0', 'potential': '0', 'rivals': '0', 'nomination': '0', 'endorsed': '1', 'her,': '0', 'former': '0', 'Speaker': '0', 'House': '0', 'Nancy': '0', 'Pelosi': '0', '–': '0', 'one': '0', 'influential': '1', 'players': '0', 'Democratic': '0', 'politics.': '0'}","['Ms Harris’s leading potential rivals', 'potential rivals', 'the most influential players', 'leading', 'remains', 'Democratic politics', 'influential players', 'All', 'has', 'who', 'her', 'the nomination', 'have endorsed', 'the House', 'Ms', 'Harris’s', 'potential', 'rivals', 'nomination', 'endorsed', 'her,', 'former', 'Speaker', 'House', 'Nancy', 'Pelosi', '–', 'one', 'influential', 'players', 'Democratic', 'politics.']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",34,0.026926865801215172,0.22001290321350098,-0.05360293388366699,0.27361583709716797,0.06703195781377044,0.870235750451684,0.9507655501365662,0.6771497130393982,0.27361583709716797,0.06703195781377044,0.8971626162528992,POS,0,3,2,2,0,2,0,0,0,23
26,26,"Based on our criteria mentioned above and methodology outlined below, these are the best cities for healthy living in the U.S.","{'our criteria': '0', 'Based': '0', 'these': '0', 'the U.S.': '0', 'methodology': '0', 'below outlined': '0', 'best cities': '1', 'healthy living': '1', 'above mentioned': '0', 'the best cities': '1', 'criteria': '0', 'mentioned': '0', 'outlined': '0', 'below,': '0', 'best': '1', 'cities': '0', 'healthy': '1', 'living': '0', 'U.S.': '0'}","['our criteria', 'Based', 'these', 'the U.S.', 'methodology', 'below outlined', 'best cities', 'healthy living', 'above mentioned', 'the best cities', 'criteria', 'mentioned', 'outlined', 'below,', 'best', 'cities', 'healthy', 'living', 'U.S.']","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",21,0.04146990180015564,0.4028014540672302,-0.01889634132385254,0.42169779539108276,0.10711061883438237,0.8908360302448273,0.9512022733688354,0.5295044779777527,0.42169779539108276,0.10711061883438237,0.9323059320449829,POS,3,1,3,1,1,0,0,0,0,13
27,27,"His tariff plan has spurred talk of inflation, and US treasury secretary Janet Yellen has said it would raise costs for American consumers.","{'tariff plan': '0', 'treasury secretary': '0', 'inflation': '1', 'it': '0', 'costs': '1', 'US treasury secretary Janet Yellen': '0', 'has said': '0', 'has spurred': '1', 'His tariff plan': '0', 'talk': '0', 'American consumers': '0', 'would raise': '1', 'tariff': '0', 'plan': '0', 'spurred': '1', 'inflation,': '1', 'US': '0', 'treasury': '0', 'secretary': '0', 'Janet': '0', 'Yellen': '0', 'said': '0', 'would': '0', 'raise': '1', 'American': '0', 'consumers.': '0'}","['tariff plan', 'treasury secretary', 'inflation', 'it', 'costs', 'US treasury secretary Janet Yellen', 'has said', 'has spurred', 'His tariff plan', 'talk', 'American consumers', 'would raise', 'tariff', 'plan', 'spurred', 'inflation,', 'US', 'treasury', 'secretary', 'Janet', 'Yellen', 'said', 'would', 'raise', 'American', 'consumers.']","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",23,0.03028438661409461,0.15405982732772827,-0.13223803043365479,0.28629785776138306,0.07767445320340367,0.7501278104989425,0.9126502275466919,0.6263523697853088,0.28629785776138306,0.07767445320340367,0.7804121971130371,NEG,3,4,6,0,0,2,2,0,0,12
28,28,"Chrome beats all comers in web browser drag race, never mind the memory footprint and privacy problems","{'memory footprint': '0', 'the memory footprint and privacy problems': '0', 'all comers': '1', 'privacy problems': '0', 'never mind': '0', 'Chrome': '0', 'drag race': '0', 'web browser drag race': '0', 'beats': '1', 'comers': '0', 'web': '0', 'browser': '0', 'drag': '0', 'race,': '0', 'never': '0', 'mind': '0', 'memory': '0', 'footprint': '0', 'privacy': '0', 'problems': '0'}","['memory footprint', 'the memory footprint and privacy problems', 'all comers', 'privacy problems', 'never mind', 'Chrome', 'drag race', 'web browser drag race', 'beats', 'comers', 'web', 'browser', 'drag', 'race,', 'never', 'mind', 'memory', 'footprint', 'privacy', 'problems']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",17,0.0265845165533178,0.27628082036972046,-0.1273428201675415,0.40362364053726196,0.12072601150304066,0.7499334110933191,0.9038607478141785,0.5002371072769165,0.40362364053726196,0.12072601150304066,0.776517927646637,POS,3,1,4,3,0,4,2,0,0,6
29,29,"”The presidency is about more than race. It’s about who is the best person to lead our country,” the McDonough resident said. “I don’t think she is up for that task.”","{'the best person': '0', 'the McDonough resident': '0', 'that task': '0', 'our country': '0', 'do n’t think': '1', 'I': '0', 'she': '0', 'It': '0', '’s': '0', 'who': '0', 'best person': '0', 'race': '0', 'said': '0', 'to lead': '0', 'The presidency': '0', '”The': '0', 'presidency': '0', 'race.': '0', 'It’s': '0', 'best': '0', 'person': '0', 'lead': '0', 'country,”': '0', 'McDonough': '0', 'resident': '0', 'said.': '0', '“I': '0', 'don’t': '1', 'think': '0', 'task.”': '0'}","['the best person', 'the McDonough resident', 'that task', 'our country', 'do n’t think', 'I', 'she', 'It', '’s', 'who', 'best person', 'race', 'said', 'to lead', 'The presidency', '”The', 'presidency', 'race.', 'It’s', 'best', 'person', 'lead', 'country,”', 'McDonough', 'resident', 'said.', '“I', 'don’t', 'think', 'task.”']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",31,0.021976606599215805,0.2763076424598694,-0.06222110986709595,0.33852875232696533,0.07314210327936252,0.8117910459123808,0.8959887623786926,0.5574600100517273,0.33852875232696533,0.07314210327936252,0.8337676525115967,NEG,1,1,2,2,0,2,0,0,0,23
